title,image_url,about,summary,wikipedia_url,no_of_reviews,review
Mount Satima,https://t0.gstatic.com/images?q=tbn:ANd9GcTeqlVRMMRBbikAFw1ENazJRq9R0yzagRGXXe6Iqg67FiALd0owygKwLKf6Bt4OcC3ZJ9hO_ofYnEL9nw,"Hiking, mountain, elephant, and maasai people","Mount Satima, also known as Mount Lesatima and often abbreviated to Satima or Lesatima, is the third-highest mountain in Kenya and the highest in the Aberdare Range. The Maasai name is Oldoinyo Lesatima, which has a variety of alternative spellings, such as Ol Donyo Le Satima, and means ""mountain of the bull calf"".The peak lies at the northern end of the Aberdares, which themselves are along the eastern side of the Great Rift Valley, and is their highest point. Around it stand a number of sharp volcanic cones called ""the Dragon's Teeth"". There are moraines between 3,600 and 3,800 metres on the north west of the mountain. One book on Kenya has called the mountain itself ""a craggy bluff of rock and tussock grass around which the clouds swirl"".",https://en.wikipedia.org/wiki/Mount_Satima,639,4.4
Gede Ruins Malindi... Snake Park,https://t3.gstatic.com/images?q=tbn:ANd9GcQUpTx05eLRadahezuLC2cm7hpoSIGaig3Fv0H7mFK7CZOVgVfYeHA6gJc68_w_MzHdnEk8DuYSKI_sRhPrF5zfLQ,Historic walled city with a palace,This is a list of museums in Kenya. Many of these national and provincial museums are administered by the National Museums of Kenya (NMK).,https://en.wikipedia.org/wiki/List_of_museums_in_Kenya,121,4.2
Mwaluganje Elephant Sanctuary,https://lh5.googleusercontent.com/p/AF1QipOaqY71GpWAEZo7Ho_fYvzZkQshhupUulx5FbqM=w464-h260-n-k-no,Hillside wildlife conservation park,"Mwaluganje Elephant Sanctuary (MES) is a community-owned elephant park, a conservation area for elephants and Encephalartos cycads in Kwale County, Kenya.

",https://en.wikipedia.org/wiki/Mwaluganje_Elephant_Sanctuary,"2,188",4.3
Nairobi Animal Orphanage,https://lh5.googleusercontent.com/p/AF1QipMUKA8RfEBt7OG1e1eroJfDSDgDC-h8Q0fy-hAf=w464-h260-n-k-no,Wildlife rehabilitation spot with tours,"Nairobi National Park is a national park in Kenya that was established in 1946 about 7 km (4.3 mi) south of Nairobi. It is fenced on three sides, whereas the open southern boundary allows migrating wildlife to move between the park and the adjacent Kitengela plains. Herbivores gather in the park during the dry season. Nairobi National Park is negatively affected by increasing human and livestock populations, changing land use and poaching of wildlife.
Despite its proximity to the city and its relative small size, it boasts a large and varied wildlife population, and is one of Kenya's most successful rhinoceros sanctuaries.",https://en.wikipedia.org/wiki/Nairobi_National_Park,84,4.2
Mount Suswa,https://t0.gstatic.com/images?q=tbn:ANd9GcSI-xvp1LQG90vpXzqGIYbAzDsFAwnhVPV5Eum0zIdbQo2Zn8T3iDaujkzHhiSN_XxHjiTbTG11PWZKnIqaN2toTg,"Mountain, volcano, maasai people, and camping","Mount Suswa is a shield volcano in the Great Rift Valley, Kenya. It is located between Narok and Nairobi, the capital of Kenya. The northwestern part of Mount Suswa is in Narok County, while the eastern and southern part are in Kajiado County. The town with the same name, Suswa, is just northwest of the mountain and it is the main access point for visits to the mountain.",https://en.wikipedia.org/wiki/Mount_Suswa,457,4.0
Lake Bogoria,https://t0.gstatic.com/images?q=tbn:ANd9GcRwT_Du68ppmenkZQZYRQGvVRoZho2ISs0UCuHZ6C-yRKWfLWDV90XX8IgDnoWMu0rSjqN-EzFQn-VtzgQ9fGfOEA,Guided walks to see flamingos & geysers,"Lake Bogoria (formerly Lake Hannington) is a saline, alkaline lake that lies in a volcanic region in a half-graben basin south of Lake Baringo, Kenya, a little north of the equator. Lake Bogoria, like Lake Nakuru, Lake Elementeita, and Lake Magadi further south in the Rift Valley, and Lake Logipi to the north, is home at times to one of the world's largest populations of lesser flamingos. The lake is a Ramsar site and Lake Bogoria National Reserve has been a protected National Reserve since November 29, 1973. Lake Bogoria is shallow (about 10 m depth), and is about 34 km long by 3.5 km wide, with a drainage basin of 700 km2. It is Located in Baringo County.

Local features include the Kesubo Swamp to the north and the Siracho Escarpment to the east, both within the National Reserve. The lake is also famous for geysers and hot springs along the bank of the lake and in the lake. In four locations around the lake can be observed at least 10 geysers, which erupt up to 5 m high. Geyser activity is affected by the fluctuations of lake level, which may inundate or expose some geysers.",https://en.wikipedia.org/wiki/Lake_Bogoria,24,4.7
Cresent Island,https://t1.gstatic.com/images?q=tbn:ANd9GcS8vCaF4m-1k3e0LTrvIn2TyDFHdKmwQWzQyfRREolId68hFdbI-l6wURi_6HhSEgEjLwyibAgP9OwzLA,Protected peninsula with a game reserve,,,"2,996",4.3
Bomas Of Kenya,https://t3.gstatic.com/images?q=tbn:ANd9GcQMluxvDUSlh1li_OAeUAyZV95HXSEcsBMQg_jSjqxPm2QaQ-IsGqtAMDbdX17bapBh5BFPqN2OX9TSRPhUiDEyOg,Traditional tribal villages on display,"Bomas of Kenya is a tourist village in Langata, Nairobi. Bomas (homesteads) displays traditional villages belonging to the several Kenyan tribes.
Bomas of Kenya is home to one of largest auditorium in Africa.
It is located approximately 10km from the Central Business District.

",https://en.wikipedia.org/wiki/Bomas_of_Kenya,"2,569",4.2
Uhuru Gardens,https://lh5.googleusercontent.com/p/AF1QipNwOoNT0d0astGSaYuVZBRQmhHn4fLuL7JSr2KU=w464-h260-n-k-no,Historic gardens & Kenya's birthplace,"Uhuru Gardens Memorial Park is a commemorative park in Nairobi, Kenya that celebrates independence from the British Empire in 12 December 1963. The word ""uhuru"" is Swahili for ""freedom"". It contains three points of significance:

The Mũgumo tree (Ficus sycomorus), purportedly planted in the exact location the Union Jack, or more likely the former Flag of the Colony of Kenya, was removed and the Flag of Kenya was placed. The tree is also of significance to the Kikuyu people.
The independence commemorative monument, built in 1973, is a twenty-four meter high column, supporting a pair of clasped hands and a dove of peace. This point celebrates the declaration of independence at midnight, 12 December 1963. It also celebrates the inauguration of Kenya's first president, Jomo Kenyatta, in the same night. On one side of this monument is a statue of soldiers raising the Kenyan flag.
A fountain celebrating ""Twenty-Five years of Uhuru – peace, love and unity monument"".",https://en.wikipedia.org/wiki/Uhuru_Gardens,256,4.4
Ol Jogi Wildlife Conservancy,https://lh5.googleusercontent.com/p/AF1QipO8fhy0VCuUUscJjpyhonCejHkjzHQRSyrw1020=w464-h260-n-k-no,Wildlife safaris at an upscale retreat,"Solio Ranch or Solio Game Reserve is a privately owned wildlife conservancy located in Kenya's Central Province.
The ranch is a fenced, privately owned protected area geared toward rhino conservation. The 17,500-acre reserve, 22 km north of Nyeri Town, plays a major part in the protection and breeding black rhinos in Kenya. The rhino is a member of the ‘Big-Five’, which are a key tourist attraction; other wildlife include the buffalo, zebra, giraffe and plains game such as eland, oryx, impala, waterbuck, Thompson's gazelle and warthog. By the end of 2009, Kenya had 635 black rhinos and 353 white rhinos in various conservation areas around the country.

",https://en.wikipedia.org/wiki/Solio_Ranch,11,4.0
Ndere Island,https://t3.gstatic.com/images?q=tbn:ANd9GcTD7TU0IpCSypjNXNH_JMmzJyjx6heXNByMFJCYNWyufe77MFaB4nnVFVWxDD1Y9K_wN82etmdk5sc3IA,Park,"Ndere Island is a small island (4.2 km2 or 1.6 sq mi) in Winam Gulf of Lake Victoria in Kenya. It was gazetted as the Ndere Island National Reserve in November 1986 and has since that time been uninhabited.
Ndere means ""meeting place"" in Dholuo. According to Luo folklore, early tribal migrants rested up near Ndere after their long journey south up the Nile River Valley. They found the lush shoreline so pleasing that they stayed.
Notable fauna associated with the island include African fish eagles, swifts, hippopotamus, and Nile crocodiles. About fifty impalas have been introduced to the island.

",https://en.wikipedia.org/wiki/Ndere_Island,129,4.5
Rusinga Islands,https://t2.gstatic.com/images?q=tbn:ANd9GcRe3QXbNQWglHLS1hYfPOenvm-Tui4rv2KAAM9PymQDxA770CDoY2B5viDsRHaro-nzjSDAdnij0aLEJw,Island with 18 million-year-old fossils,"Rusinga Island, with an elongated shape approximately 10 miles (16 km) from end to end and 3 miles (5 km) at its widest point, lies in the eastern part of Lake Victoria at the mouth of the Winam Gulf. Part of Kenya, it is linked to Mbita Point on the mainland by a causeway.

",https://en.wikipedia.org/wiki/Rusinga_Island,11,3.7
Kitum Caves,https://lh5.googleusercontent.com/p/AF1QipMcf4DIpLZ-3qsPbO9-fbiBaPatVltDoYuEkgTG=w464-h260-n-k-no,"Elephant, cave, mountain, bats, and park","Kitum Cave is located in Mount Elgon National Park, Kenya. In the 1980s, two European visitors contracted Marburg virus there. It is one of five named “elephant caves” of Mount Elgon where animals, including elephants, “mine” the rock for its sodium-rich salts.

",https://en.wikipedia.org/wiki/Kitum_Cave,15,4.3
Aruba Dam,https://t3.gstatic.com/images?q=tbn:ANd9GcRNf5FlDWr03-dX-JTNbDMFIHps2eLOduoSkc1CRPt-3FEvt_5Ia78lG1fZWkGyNAI6IQNZXlfdC-iiYg,Artificial lake & endangered wildlife,,,"1,169",4.2
Chyulu Hills National Park,https://lh5.googleusercontent.com/p/AF1QipNtLmlRokOC6FFCRtyV8qnhAq6M9iKgGnEegUYA=w464-h260-n-k-no,Park and safari,"The Chyulu Hills is a mountain range in Makueni County, South Eastern Kenya. It forms a 100 kilometre long volcanic field in elongated NW-SE direction. Its highest peak is 2188 metres high.The Chyulu Hills stood in for the less picturesque Ngong Hills for the filming of Out of Africa.
Chyulu hills National park is also one to visit if you like exploring caves.
The levithian tube( also known as Kisula caves) is about 11 km long. One of the longest caves in Kenya and also Africa. It is best visited during the sunny periods January to March and also as from June to September.
Chyulu hills National park is part of the Tsavo conservation area which covers Tsavo West National park, Tsavo east National park and the Kibwezi forest.
The park's main gate is located in Kibwezi, Makueni county Kenya.",https://en.wikipedia.org/wiki/Chyulu_Hills,193,4.6
Crescent Island Game Sanctuary,https://t3.gstatic.com/images?q=tbn:ANd9GcTfwqy2MiFoEkKd3RV5vH3c1N4p0wO-xcNt90-12bBAQuZu6wyUEzbePHVimC3MxN7uZXQxLBt8KYqQBwKULp3KJQ,"Giraffes, hippos & safaris on foot","The Lake Naivasha Country Club is located on the opposite shore of Lake Naivasha from the town of Naivasha, Kenya.
Built using old colonial architecture and opened in 1937,
Lake Naivasha Country Club provides accommodation in rooms and cottages across 12 ha (30 acres) of green lawns shaded by mature acacias and fever trees.
The public rooms also display the British colonial style. The residents' lounge has a massive fireplace and large bay windows. The bar adjoins a billiards room, for playing billiards and snooker in the British tradition.Views across Lake Naivasha are dominated by the shadow of Mount Longonot, 2,777 m (9,111 ft) high, a dormant volcano which, in 1983, was declared a Kenyan national park (52 km²). Mount Longonot also can be seen from the eastern escarpment on the scenic highway to the region.",https://en.wikipedia.org/wiki/Lake_Naivasha_Country_Club,74,4.7
Chale Island,https://t1.gstatic.com/images?q=tbn:ANd9GcSPoh7mU_lBYbpz0y07IL2CN6SZjTlWUB7uUj0wY3ckcSggQQkIxmvhR7YJTYafiTN7hXRtRl-7OBZfHrw6ju2v3g,Picturesque headland with a beach,"Chale Island is a headland rather than an island, located at the northern end of Msambweni Bay in Kwale County in southeastern Kenya. Chale Island is known as a sacred kaya (worshipping place).",https://en.wikipedia.org/wiki/Chale_Island,18,4.4
Menengai,https://t2.gstatic.com/images?q=tbn:ANd9GcQvwqI7RKfzxV3sEH14fTGTsKPJrsH8cmQkCe6OtUk-72v43VXNE-VJzCDvQtB7SwVMEtzQwRHGRjTSbg,"Volcano, maasai people, and mountain","Menengai Crater is a massive shield volcano with one of the biggest calderas in the world, in the Great Rift Valley, Kenya. It is the largest volcano caldera in Kenya and the second largest volcano caldera in Africa. Volcanic formed rich loam soils enrich the adjacent farmland arounds its flanks. 
The crater is on the floor of the Rift Valley. The volcano formed about 200,000 years ago and the prominent 12 x 8 km caldera formed about 8000 years ago. The caldera floor is covered with numerous post caldera lava flows.  
The Menengai volcano is considered one of the best-preserved Krakatau-style calderas in the world. 
Menengai has very little sediment in the caldera which is a thick mass of lava boulders and inaccessible ridges.
 Volcanic activity continues  and a current project under the GDC is at an advanced stage  towards geothermal power generation.Menengai is 10 km (6 mi) north of Nakuru, the fourth-biggest city in Kenya.",https://en.wikipedia.org/wiki/Menengai,90,4.3
Mwea National Reserve,https://lh5.googleusercontent.com/p/AF1QipM43YY3xNbM5WRIYfSrr9zxaiIDYrRae5_N-hW-=w464-h260-n-k-no,"Nature reserve, park, elephant, game reserve, and wildlife","The Mwea National Reserve is a nature reserve in Kenya.  Its altitude ranges between 1,000 and 1,100 m (3,300 and 3,600 ft), dominated by the Acacia-Commiphora bushland on the north shore of Kamburu Reservoir, at the confluence of Tana and Thiba Rivers. The other vegetation is mixed among the scattered large trees (Acacia species and baobab trees), typical savannah ecosystem. Open grasslands are dominant along the main rivers, with occasional thick undergrowth, as well as a riparian or riverine woodland.",https://en.wikipedia.org/wiki/Mwea_National_Reserve,"1,013",4.5
Matheniko Game Reserve,//www.google.com/maps/vt/data=R4t8HEs1iNGN-wmoKOUAWV_Uw-ZiCMXxDbdVOjUyF616SmlxnWPK1XWYkh0BpBRSeIPM3QHH7fpQbilqVfwinX-dOG8MXOkpkw,"Game reserve, wildlife, and hunting","The Ajai Wildlife Reserve is a small conservation protected area in northeastern Uganda dominated by a large island surrounded by seasonally flooded swamps and wooded savanna.

",https://en.wikipedia.org/wiki/Ajai_Wildlife_Reserve,"5,437",4.4
Mount Longonot National Park,https://lh5.googleusercontent.com/p/AF1QipNPFXaIU0TlJLbQkSnKLcbChqicZ2KhzXdPt16W=w464-h260-n-k-no,Hiking area with a crater rim walk,"Mount Longonot is a stratovolcano located southeast of Lake Naivasha in the Great Rift Valley of Kenya, Africa. It is thought to have last erupted in the 1860s. Its name is derived from the Maasai word Oloonong'ot, meaning ""mountains of many spurs"" or ""steep ridges"".
Mount Longonot is protected by Kenya Wildlife Service as part of Mount Longonot National Park. A 3.1 km trail runs from the park entrance up to the crater rim, and continues in a 7.2 km loop encircling the crater. The whole tour (gate-around the rim-gate) of 13.5 km takes about 4–5 hours allowing for necessary rest breaks - parts of the trail are heavily eroded and very steep. The gate elevation is around 2150 m and the peak at 2780 m  but following the jagged rim involves substantially more than the 630 m vertical difference.",https://en.wikipedia.org/wiki/Mount_Longonot,"4,448",4.0
Fort Jesus,https://t1.gstatic.com/images?q=tbn:ANd9GcTeCoGtPiXSCArqA4-gri8Xnpk3ZALpverFunKgJneeaGHOGM7gKLoBbxgpOw2phj5C7jhs0tvYz4hnl_1R1eXwJg,Archeology museum in 16th-century fort,"Fort Jesus (Portuguese: Forte Jesus de Mombaça) is a fort located on Mombasa Island. Designed by Italian Giovanni Battista Cairati, it was built between 1593 and 1596, by order of King Philip I of Portugal, to guard the Old Port of Mombasa. Fort Jesus was the only fort maintained by the Portuguese on the Swahili coast, and is recognised as a testament to the first successful attempt by a Western power to establish influence over the Indian Ocean trade.Cairato, the designer of the fort, was inspired by Italian architect Pietro Cataneo, while the master builder was Gaspar Rodrigues. The fort was Cairato's last overseas work. Although the design of Fort Jesus is an example of Renaissance architecture, the masonry techniques, building materials and labour are believed to have been provided by the local Swahili people. The fort was built in the shape of a man (viewed from the air) and is roughly square, with four bulwarks at its corners. The fort is considered a masterpiece of late Renaissance military fortification.
Fort Jesus was captured and recaptured at least nine times between 1631, when the Portuguese lost it to the Sultan Yusuf ibn al-Hasan of Mombasa, and 1895 when it fell under British rule and was converted into a prison. After the Portuguese recaptured it from the Sultan in 1632, they refurbished it and built more fortifications, subsequently making it harder for the fort to fall. The fort was subject to an epic two-year siege from 1696-98 by the Omani Arabs, led by Saif bin Sultan. The capture of the fort marked the end of Portuguese presence on the coast, although they briefly captured and re-occupied it between 1728 and 1729 with the help of the Swahili city-states. The fort fell under local rule from 1741 to 1837, when it was again captured by the Omanis and used as a barracks, before its occupation by the British in 1895, after the declaration of the Protectorate of Kenya.
Fort Jesus was declared a national park in 1958, and in 2011, it was declared a World Heritage Site by UNESCO and highlighted as one of the most outstanding and well-preserved examples of 16th-century Portuguese military fortifications. The fort is Mombasa's most visited tourist attraction.",https://en.wikipedia.org/wiki/Fort_Jesus,181,4.4
Mau Region,https://lh5.googleusercontent.com/p/AF1QipOyGPktZPL-StELV06c9doGGYC46Ikkl3HQBo-B=w464-h260-n-k-no,"Forest, maasai people, river, and wildlife","The Mau Mau Uprising (1952–1960), also known as the Mau Mau Rebellion, the Kenya Emergency, and the Mau Mau Revolt, was a war in the British Kenya Colony (1920–1963) between the Kenya Land and Freedom Army (KLFA), also known as Mau Mau, and the British authorities.Dominated by the Kikuyu people, Meru people and Embu people, the KLFA also comprised units of Kamba and Maasai peoples who fought against the white European colonist-settlers in Kenya, the British Army, and the local Kenya Regiment (British colonists, local auxiliary militia, and pro-British Kikuyu people).The capture of rebel leader Field Marshal Dedan Kimathi on 21 October 1956 signalled the defeat of the Mau Mau. However, the rebellion survived until after Kenya's independence from Britain, driven mainly by the Meru units led by Field Marshal Musa Mwariama and General Baimungi. Baimuingi, one of the last Mau Mau generals, was killed shortly after Kenya attained self-rule.The KLFA failed to capture widespread public support. Frank Füredi, in The Mau Mau War in Perspective, suggests this was due to a British policy of divide and rule but fails to cite any contemporary British government documents which support this assertion. The Mau Mau movement remained internally divided, despite attempts to unify the factions. The British, meanwhile, applied the strategy and tactics they developed in suppressing the Malayan Emergency (1948–60). The Mau Mau Uprising created a rift between the European colonial community in Kenya and the metropole, and also resulted in violent divisions within the Kikuyu community. Suppressing the Mau Mau Uprising in the Kenyan colony cost Britain £55 million and caused at least 11,000 deaths among the Mau Mau and other forces, with some estimates considerably higher. This included 1,090 executions at the end of the war, the largest wartime use of capital punishment by the British Empire.

",https://en.wikipedia.org/wiki/Mau_Mau_Uprising,7,4.6
Mombasa Island,https://t1.gstatic.com/images?q=tbn:ANd9GcS1F3mtcTTdz733IVWBeUB09kUHYL7dWRqUm_jDR1Z3rcdcIPn8rfIe5kROzgqR8DZEilPB6o3mVILM84WNNEA2Qw,"Beaches & a quaint, historic town","Mombasa Island is a 5 by 3 km (3.1 by 1.9 mi) coral outcrop located on Kenya's coast on the Indian Ocean, which is connected to the mainland by a causeway. Part of the city of Mombasa is located on the island, including the Old Town.",https://en.wikipedia.org/wiki/Mombasa_Island,"2,959",4.3
Lake Kamnarok,https://t3.gstatic.com/images?q=tbn:ANd9GcSYmVJXA7IO0-MeL5zvJY5gBOuEXqkSseh3aQ-dBuxPRZk_0wBpXbBsGgsulN7O7647MbupcglNlHwYFg,"Lake, game reserve, and nature reserve","Lake Kamnarok is a seasonal lake in Kenya, at the base of the Kerio Valley. The name originated from the Kalenjin word Narok, which is  used to refer to a species of water plant that was widely found in the lake. Thick mash surrounds the lake making accessibility challenging. 
The lake occupies an area of approximately 1 km² however being a seasonal lake, the size may at times be much smaller. It was in existence before 1961 but the flood rains of that year led to its enlargement. The flooding disaster saw people living in the area being evacuated in order to save lives. Helicopters were used during the evacuation exercise to airlift people to the higher ground of Maab Konga - a hill near Muchukwo trading centre.
The lake was gazetted in 1984, when Lake Kamnarok Game Reserve was created.  This is the home of 500 elephants.
Like other Great Rift Valley lakes, its existence is being threatened, mainly because of farming activities in the area. There are deep gullies that are likely to lead to spilling of the water, thus joining it with the Kerio River. A few measures have been taken to save the lake, including the building of gabions. The tributaries that feed Lake Kamnarok include the rivers Ketipborok, Cheplogoi, Oiwo and Lelabei .",https://en.wikipedia.org/wiki/Lake_Kamnarok,159,4.3
Sheldrick Elephant Orphanage,https://t3.gstatic.com/images?q=tbn:ANd9GcRuwBKvifR3DrG1zyZQScQ16djB-v81fhVue9ZJPcgFiq_8EXzkPmEwDh_62Nw39N9UG-8uxRxY8pxHmHqNcVlMSg,Rehab center for orphaned elephants,"Pinnawala Elephant Orphanage is an orphanage, nursery and captive breeding ground for wild Asian elephants located at Pinnawala village, 13 km (8.1 mi) northeast of Kegalle town in Sabaragamuwa Province of Sri Lanka. Pinnawala has the largest herd of captive elephants in the world. In 2011, there were 96 elephants, including 43 
males and 68 females from 3 generations, living in Pinnawala.The orphanage was founded to care and protect the many orphaned unweaned wild elephants found wandering in and near the forests of Sri Lanka. It was established in 1975 by the Sri Lanka Department of Wildlife Conservation (DWC).

",https://en.wikipedia.org/wiki/Pinnawala_Elephant_Orphanage,10,4.6
The Maasai Market,https://lh5.googleusercontent.com/p/AF1QipPW859WgAOIhZWea6DkQogYe0iveWA872gkU44_=w464-h260-n-k-no,Outdoor bazaar with bright handicrafts,"The Village Market is a large shopping, recreation and entertainment complex in the Kenyan capital,  Nairobi.  It accommodates over 150 stores outlets covering 210,000 square feet (20,000 m2) of retail space, 20,000 square feet (1,900 m2) square feet of office space, in addition to recreation and entertainment facilities.
The Village Market is located in the Gigiri residential area which is about 6 miles (9.7 km) from Nairobi city center on Limuru Road. The complex is designed to resemble an open-air African market, including waterfalls, rivers, plants and gardens.

",https://en.wikipedia.org/wiki/The_Village_Market,4,3.8
Menengai Crater,https://lh5.googleusercontent.com/p/AF1QipOzbEMshVC-zJ5avJU7zh_oylTSzvQ2SWP0sErX=w464-h260-n-k-no,"Trekking, biking & views of 2 lakes","Menengai Crater is a massive shield volcano with one of the biggest calderas in the world, in the Great Rift Valley, Kenya. It is the largest volcano caldera in Kenya and the second largest volcano caldera in Africa. Volcanic formed rich loam soils enrich the adjacent farmland arounds its flanks. 
The crater is on the floor of the Rift Valley. The volcano formed about 200,000 years ago and the prominent 12 x 8 km caldera formed about 8000 years ago. The caldera floor is covered with numerous post caldera lava flows.  
The Menengai volcano is considered one of the best-preserved Krakatau-style calderas in the world. 
Menengai has very little sediment in the caldera which is a thick mass of lava boulders and inaccessible ridges.
 Volcanic activity continues  and a current project under the GDC is at an advanced stage  towards geothermal power generation.Menengai is 10 km (6 mi) north of Nakuru, the fourth-biggest city in Kenya.",https://en.wikipedia.org/wiki/Menengai,409,4.2
Masikio Safaris,https://lh5.googleusercontent.com/p/AF1QipM9ME_7WfnLWoNFY7fUlPESWNSguHgLmK9HqBFi=w464-h260-n-k-no,Safari,,,51,4.1
Mau-Mau Cave,https://t1.gstatic.com/images?q=tbn:ANd9GcSHJc-nvV_0YHw7o-rAOfdezVsdokuwo7N4ErDbrIQX22ThFSs5AFq-a4Od6UZDnaS8Wh7cZhARf-RZs-S3pmEibw,Cave,,,7,4.6
Matthews Range,https://t3.gstatic.com/images?q=tbn:ANd9GcT6FmvfOfHmrR-APkPp8SU_9ElT03m3rPzf6PqZW3y2WrRds2KjQ2lqxSFX9weWS4Cx4b6FO8lYnp_UZQ,"Safari, mountain, camping, forest, and elephant","The Matthews (or Mathews) Range, also known as the Lenkiyio Hills, is a range of mountains in Kenya, Africa.",https://en.wikipedia.org/wiki/Matthews_Range,9,4.0
Shimoni Slave Caves,https://lh5.googleusercontent.com/p/AF1QipNzC3-FXJ8TthbGUW_0IYE0e_JIXeugzuzuUGY4=w464-h260-n-k-no,Cave,Shimoni is a port village and tourist destination in southeastern Kenya near the border with Tanzania and directly across from Wasini Island.,https://en.wikipedia.org/wiki/Shimoni,12,4.6
Ondiri Swamp,https://t1.gstatic.com/images?q=tbn:ANd9GcTBGs4-6Z_T0GGMsoAqOlXIbBCyn903swNUmfzhFrXAWZiIrCXXJNEksYAWxVV5TYKJCULY9-cCmrEciQ,"Swamp, wetland, and nature","Nairobi River is a river flowing through the Kenyan capital Nairobi. It is the main river of the Nairobi river basin, a complex of several parallel streams flowing eastwards. All of the Nairobi basin rivers join east of Nairobi and meet the Athi River, eventually flowing to the Indian ocean. These rivers are mostly narrow and highly polluted, though recent efforts have seen fruitful gains in cleaning up the river.The main stream, Nairobi River, bounds the northern city centre, where it is partly canalized.",https://en.wikipedia.org/wiki/Nairobi_River,2,3.0
Nguruman Escarpment,https://t2.gstatic.com/images?q=tbn:ANd9GcSl0J7dc1FelB0g3jCTKuKCS-k3DS8YKGn9zCB2OpooFTOH5UBevjzx_eg8BBGZK1_t82PEi3BfTiAHjw,"Safari, maasai people, hiking, lake, and camping","Nguruman Escarpment is an escarpment in southern Kenya. The escarpment is around 50 kilometres long and elongated in N-W direction. Its northern edge approximately 120 km southwest of Nairobi, while the southern edge is near the Tanzanian border, at the northwestern corner of Lake Natron. The Southern Ewaso Ng'iro river flows southward along the foot of the escarpment, while Loita Hills are located west of the escarpment. The escarpment  forms the western wall of the Great Rift Valley. Below it are the vast plains and  the volcanic hills of the Great Rift Valley and in the distance are Lake Magadi and Lake Natron.The valley floor is about 900m above sea level, while the elevation of the crest of the escarpment is about 2300m.The Shompole Conservancy is located along Nguruman Escarpment.",https://en.wikipedia.org/wiki/Nguruman_Escarpment,"1,482",4.5
Eastern & Southern Safaris,https://lh5.googleusercontent.com/p/AF1QipODQ5SvRhUl-hZf-q5BXlb02poY0ShNVF5urAS9=w464-h260-n-k-no,Safari and gorillas,,,9,3.9
Ndere Island National Park,https://t3.gstatic.com/images?q=tbn:ANd9GcTfI2OJdLLz2szGCKZk4EisNCM6rvy-etiEg7gNjGtcMFb505iGQOusSMd9vXyq4H1JeJJ7aiCL0leblg,,"Ndere Island is a small island (4.2 km2 or 1.6 sq mi) in Winam Gulf of Lake Victoria in Kenya. It was gazetted as the Ndere Island National Reserve in November 1986 and has since that time been uninhabited.
Ndere means ""meeting place"" in Dholuo. According to Luo folklore, early tribal migrants rested up near Ndere after their long journey south up the Nile River Valley. They found the lush shoreline so pleasing that they stayed.
Notable fauna associated with the island include African fish eagles, swifts, hippopotamus, and Nile crocodiles. About fifty impalas have been introduced to the island.

",https://en.wikipedia.org/wiki/Ndere_Island,36,4.5
Ngulia,https://t3.gstatic.com/images?q=tbn:ANd9GcR2RbxiZbRKQTSTA0VxfHBTMMoEgYJ8RfoEOQvzCTwO4OKzX0qv9VKsC1yO_yC2uTgX0YeZxt4BWD5etGQ_rgLN0Q,"Safari, rhinoceros, and black rhinoceros",,,326,4.6
